NPRID,NAME,FACILITY,FACILITY_TYPE,ADDRESS,CITY,STATE,ZIP,HARD ADDRESS,LATITUDE,LONGITUDE,Agency,AgencyType,OWNER,OWNER_TYPE,REMARKS,PubRermarks,url,Entry,Source,Cost,Duplicate,smooth-surface-throughout,transfer-stations-to-play-components,ramps-to-play-components,accessible-swing,sound-play-components,sight-impaired-play-components,safety-fence,single-entrance,GEOCODE-ERROR
6,Adventure Island,Settlers Park,,3245 North Meridian Road,Meridian,ID,83642,"3245 North Meridian Road Meridian, ID 83642",38.8980949,-76.9796563,,,City of Meridan,Municipal/Local Government,"Adventure Island includes a zero-depth water splash pad, a climbing wall, a ""sound gardenÓ of playground components that can be manipulated to create sound, and adaptive swings that can be used by children in wheelchairs or who cannot otherwise use a typical swing. Most of the playgroundÕs raised and ground level panels are accessible by ramps or platforms and wide enough for wheelchairs.","The park includes a zero-depth water splash pad, a climbing wall, a ""sound gardenÓ of playground components that can be manipulated to create sound, and adaptive swings. Most of the playgroundÕs raised and ground level panels are accessible by ramps or platforms and wide enough for wheelchairs.",,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60,I Believe I Can Fly Playground,William S. Baer School,,2001 North Warwick Avenue,Baltimore,MD,21216,"2001 North Warwick Avenue Baltimore, MD 21216",38.8980949,-76.9796563,,,,,This is a Boundless Playground,,,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
600,,Method Road Community Center,,514 Method Road,Raleigh,NC,27607,"514 Method Road Raleigh, NC 27607",,,City of Raleigh,,City of Raleigh,Municipal,Boundless Certified Playgrounds,,http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundMethodRoad.html,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
601,Brendan's Playground,Paul A. Westhoff Memorial Park,,810 Shepard,O'Fallon,MO,63366,"810 Shepard O'Fallon, MO 63366",38.8980949,-76.9796563,"City of O'Fallon, MO",,City,Municipal,"Brendan's Playground is accessible to people of all ages and abilities.  It is easily accessible from I-70 and T. R Hughes Blvd.  The City worked with Unilmited Play, Inc.  a local not for profit organization that specializes in assisting organizations to build all inclusive playgrounds.",This playground and splash pad are all inclusive.,www.ofallon.mo.us/parks,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
602,,Arbor Lodge Park,,2525 North Dekum Street,Portland,OR,97217,"2525 North Dekum Street Portland, OR 97217",38.8980949,-76.9796563,"City of Portland, Bureau of Parks & Recreation",,"City of Portland, Bureau of Parks & Recreation",Municipal,"This was a mostly privately funded uniquely designed, universally accessible playscape, that came to fruition through very significant and commendable efforts by the Harper's Playground founder, Cody Goldberg.  The organization called Harper's Playground is:
http://harpersplayground.org/",,http://www.portlandoregon.gov/parks/finder/index.cfm?action=ViewPark&ShowResults=yes&PropertyID=52,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
603,Bloom Playground,Belvidere Park,,1006 West Lincoln Avenue,Belvidere,IL,61008,"1006 West Lincoln Avenue Belvidere, IL 61008",38.8980949,-76.9796563,Belvidere Park District,,Belvidere Park District,Municipal,We refer to the playground as a universally accessible playground and encourage both able bodied and disabled to use the facility.  Many familes use this facility for all levels of play.  A shelter and a water feature and handicappled parking are also nearby.,We refer to the playground as a universally accessible playground and encourage both able bodied and disabled to use the facility. A shelter and a water feature and handicappled parking are also nearby.,,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
604,,Salisbury Sports Park,,11920 South Motsenbocker Road,Parker,CO,80138,"11920 South Motsenbocker Road Parker, CO 80138",38.8980949,-76.9796563,"Town of Parker, Colorado",,The Town,Municipal,,,,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
605,,,,,,AL,,,38.8980949,-76.9796563,,,,,Mistake MW,,,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
606,Darrell's Dream Boundless Playground Complex,Warriors Path State Park,,490 Hemlock Park Road,Kingsport,TN,37663,"490 Hemlock Park Road Kingsport, TN 37663",38.8980949,-76.9796563,Warriors Path State Park,,State of Tennessee Now,State,"Darrell's Dream is a complex made up of 2playgrounds 1 for 2-5, 1 for 5-12, a sand island, a maze with interactive exhibits, sound play interactive items throughout playground as well.  There is the Lion's Narnia Braille Trail themed after the Lion's the Witch and the Wardrobe.  8 interactive stations around a 3/4 mile trail specially designed for the blind, sight and hearing impaired.  The statios include a wardrobe, tumnus's cave, beaver's house, Witches Sleigh, Stone Table, Witches castle courtyard, etc.   The Anderson Treehouse is a fully accessible Treehouse about 900sq. feet overlooks the playground it is fully accessible by way of a winding walkway with interactive exhibits along the trail which features the history of Warriors Path State Park and repticles, mammals, insects, birds and trees found throughout the park. It is hands on, interactive again designed for the sight impaired, blind and hearing impaired specifically.  Last but not least is our newest addition the Palmer Center Foundation Amphitheater designed to host area schools as an outdoor classroom for cultural, as well as, science / outdoors education, as well as, a place for families to come together to enjoy various family entertainment.","A complex of 2 playgrounds, a sand island, a maze with interactive exhibits, sound play interactive items throughout playground, a fully accessible treehouse, an ampitheater and the Lion's Narnia Braille Trail with 8 interactive stations around a 3/4 mile trail specially designed for the blind, sight and hearing impaired.",Under construction,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
607,,Virginia Beach,,100 2nd St,Virginia Beach,VA,23451,"100 2nd St Virginia Beach, VA 23451",38.8980949,-76.9796563,,,Virginia Beach Parks and Recreation,Municipal,on the beach!!,On the beach,http://www.grommetisland.org,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
608,,Wachter Park,,221 Reno Avenue,Bismarck,ND,58504,"221 Reno Avenue Bismarck, ND 58504",38.8980949,-76.9796563,Bismarck Parks and Recreation District,,Bismarck Parks and Recreation District,Park District,"The idea to develop an accessible playground was brought forward by a parent of a child with severe multiple disabilities, including Cerebral Palsy (CP), seizures, asthma, and a vision impairment.The child's parents were saddened every time they went to local playgrounds. Their youngest daughter was able to run and play, climb, swing, and slide, while their older daughter sat in her wheelchair and watched from the sides. The parent took the idea of building an accesible playground to the CP support group parents that had similiar issues and concerns with playgrounds. The group agreed to partner with the Bismarck Parks and Recreation District to build an accessible playground. The group raised over $125,000.00 which was matched by the Park District.",,www.bisparks.org,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
609,,Beckett Park,,8564 Beckett Road,West Chester Township,OH,45069,"8564 Beckett Road West Chester Township, OH 45069",38.8980949,-76.9796563,West Chester Township,,West Chester Township,Township government,"Our playground was built through a grant from Boundless Playgrounds with financial support from P&G, CVS Caremark.

It is enjoyed by children of all abilities.",,,Robert,NPR Survey,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61,Great Oaks and Little Acorns Playground,Garrett Heights Elementary School,,2800 Ailsa Avenue,Baltimore,MD,21214,"2800 Ailsa Avenue Baltimore, MD 21214",38.8980949,-76.9796563,,,,,This is a Boundless Playground,,,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
610,,Haskell Field,,Fairbank Road,Sudbury,MA,1776,"Fairbank Road Sudbury, MA 1776",38.8980949,-76.9796563,Sudbury Park and Recreation Department,,Town of Sudbury,Municipal,"Totally inclusive and accessible.  Awesome playground, something for everyone ages 2-12.  It is a destination playground.",,www.recreation.sudbury.ma.us,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
611,,Lions Park,,4320 Lions Park Road,Temple,TX,76502,"4320 Lions Park Road Temple, TX 76502",38.8980949,-76.9796563,"City of Temple, Texas",,"City of Temple, Texas",Municipal,"The playground was built with donations from over 30 businesses and individuals.    We installed a picket fence around the playground as well. The Temple Parks Foundation sells pickets with individual/company names on them for $25 per picket.  People buy these as birthday presents, a way to honor someone, etc.  This money goes to the Parks Foundation which in turn helps us with repairs at the playground.    In 2012, money was raised to install 4 large canopies over the playground.  This has been an awesome place for children and parents to come and play yet stay out of the sun.",,http://www.templetx.gov/rotaryplayground,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
612,,Play for All Abilities Park,,151 North A.W. Grimes Boulevard,Round Rock,TX,78665,"151 North A.W. Grimes Boulevard Round Rock, TX 78665",38.8980949,-76.9796563,Round Rock Parks and Recreation Department,,City of Round Rock,Municipal,"The Play for All Abilities Park is a project that has been 5 years in the making and has truly been a community-wide effort and a dream come true for the City of Round Rock and the surrounding communities. In 2006, the City of Round Rock was approached by Round Rock citizens Kenneth and Dennis Seymore to consider applying for a Boundless Playground Outdoor Grant.  Although the City was not awarded the grant, the City Council realized there was a great need for a universally accessible park and added the project as a high priority project in the Parks Master Plan.

Two years later, the City was approached by Marge Tripp and Sunrise Rotary organization about installing an adaptive swing for children with autism.  While the City agreed there was a need for areas for children with autism to play, the City remembered the need expressed during the boundless playground grant application process.  With these two requests in mind, the City began development of a park plan that would provide ALL children, regardless of ability, with an opportunity to play and develop skills in a fun, outdoor environment.  With that in mind, the City Council approved using a portion of Rabb Park for the Play for All park, as well as allocating $200,000 toward park construction to get the project started.  

From there, the project grew to become a community wide effort.  Members of local civic clubs joined forces and formed the Play for All Committee and a 501 (c) (3) non-profit foundation (Play for All).  The committee met regularly to fundraise and spread awareness throughout Central Texas.  

The design for the park also became a community wide effort.  City staff included professionals and parents familiar with working with children with special needs in the design process.  A Design Task Force of 30+ people was formed which included several parents of children with special needs along with professionals from different disciplines in medical, educational, and design fields. As a result of their input, the City was able to fine tune the design to ensure the diverse needs of all children.  The park includes several pods each intended to develop specific skills for all children including Retreat Pod, Sensory Pod-Sand Box, Rock Band Pod, Rolling Hill/Performance Lawn, Sensory Pod, All Abilities Playscape, All Ability Swings and a Brushy Creek Village life skills area. The completed park is 51,000 square feet of outdoor fun for children of all abilities! 

The Play for All Foundation was able the raise more than $100,000 for the project. The Round Rock City Council stepped forward in April and authorized the remaining $300,000 needed to make the Play for All Abilities Park a reality. With the help of the community, awarded grants and in-kind donations and sponsorships from local businesses, the City was able to build a 1.3 million dollar facility for $600,000.  Major donors include the Nyle Maxwell Family of Dealerships ($25,000), Wag-a-Bag ($25,000), Seton Medical Center Williamson ($25,000), H-E-B ($25,000) and Chasco Constructors who donated construction services to help build the park. These businesses have allowed the City of Round Rock to include replicas of their businesses in the Village Pod section of the park.  This will allow kids to develop life skills in a park setting that will include a Nyle Maxwell auto dealership, Wag-a-Bag convenience store with a gas station pump as well as a Seton Medical Center facility, an H-E-B grocery store and a Chasco Constructor site.

The mission of the park is to provide a safe, fun place to play and develop new skills for children of all abilities in Round Rock and surrounding areas. The Play for All Abilities Park will serve the more than 100,000 children of Williamson County with an estimated 7,945 children with a disability.

This large gated park includes a variety of play opportunities designed to stimulate and encourage the development of several skill sets such as gross and fine motor skills, social interaction, sense of discovery, creativity and strengthening exercises. 

The park is located at 151 North A.W. Grimes Blvd.  The site is heavily shaded and tucked away from busy streets. The Brushy Creek Regional Trail will be accessible from the park (2013 construction). The trail will connect Redbud Lane/CR122 to A.W. Grimes Blvd. and connects into the Greater Lake Creek Trail System.

Additional sponsors include:
Rotary Club of Round Rock Sunrise ($10,300), Grainger Foundation ($10,000), Round Rock Dawn Buster Lions ($5,000), Round Rock Noon Lions ($5,000), Leading Ladies Giving Circle ($5,000), Chaparral WomenÕs Club ($5,000), Round Rock Noon Kiwanis Club ($5,000), Hutto Lions ($5,000), Round Rock Sertoma Club ($5,000), Celebration Church ($5,000 in kind), Baker-Aicklen Associates ($5,000 in kind), Waeltz & Prete, Inc. ($5,000 in kind), Studio 16:19 ($5,000 in kind), BWM Group ($5,000 in kind), Wal-Mart Foundation ($3,000), Union Pacific Foundation ($5,000), Greater Round Rock Community Foundation/People & Parks Fund ($1,000), Austin Mobility Solutions LLC ($500), Randolph Brooks Federal Credit Union ($500)
The Emerson Foundation ($500), Melograno, LLC ($500), REI ($425), Marine Corp League Ð Military Order of the Devil Dogs, Wilco Pound 311 ($250), Union State Bank ($250), Charles & Marta Katalenas ($250), Great American Financial Resources, Inc. ($200), Michael Verchot ($200), MurffyÕs Landscaping ($140), Reavis Rehab & Wellness Center, Inc. ($125), The Honorable Doug and Jamie Arnold ($100), Laurence McGonigal ($100), Rosemary Mutchler ($100), Cathy Kincaid ($100), Alice Stalling ($100), Duckett Welding ($100), Laurence, McGonigal ($100), Carol Tingler ($90), Carolyn Pawelek ($50), Gregory & Barbara Sells ($50), Jennifer Wadley ($50), Jennifer White ($50), George & April Yurch ($50), Bring Fitness Back LLC ($50), Karen E. Yurch ($50), K.E. Yurch ($50), Diana Lott ($40), Thomas Brick ($25), Alexis Ferguson ($25), Beth Burton ($20), Carolyn ($20), Dana Marruffo ($20), Eclectic Images, Inc. ($20), Erin Knuth ($15), Shannon Stedman ($5).",,http://www.roundrocktexas.gov/home/index.asp?page=1453,Robert,NPR Survey,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
